order_id,customer_id,order_date,channel,category,quantity,unit_price,discount,net_revenue,cost_of_goods,gross_margin,status,margin_pct
O500557,C100175,2024-09-08,mobile_app,electronics,2,346.38,0.0,692.76,551.75,141.01,completed,0.2035
O501518,C100446,2024-09-08,marketplace,electronics,1,249.19,0.0,249.19,202.82,46.37,completed,0.1861
O501528,C100451,2024-09-08,web,electronics,1,223.76,33.56,190.2,159.11,31.09,completed,0.1635
O501697,C100482,2024-09-08,marketplace,apparel,2,40.52,16.21,64.83,32.41,32.42,completed,0.5001
O501697,C100482,2024-09-08,marketplace,home,3,71.12,0.0,213.36,144.58,68.78,completed,0.3224
O503189,C100887,2024-09-08,marketplace,beauty,3,38.63,23.18,92.71,44.43,48.28,completed,0.5208
O503189,C100887,2024-09-08,marketplace,accessories,3,58.63,8.79,167.1,76.82,90.28,completed,0.5403
O500166,C100062,2024-09-09,retail_partner,electronics,2,296.78,0.0,593.56,449.83,143.73,completed,0.2421
O500166,C100062,2024-09-09,retail_partner,accessories,3,83.24,12.49,237.23,128.53,108.7,completed,0.4582
O500166,C100062,2024-09-09,retail_partner,accessories,1,71.36,14.27,57.09,25.66,31.43,completed,0.5505
O500846,C100250,2024-09-09,mobile_app,footwear,1,89.19,0.0,89.19,49.58,39.61,completed,0.4441
O500846,C100250,2024-09-09,mobile_app,footwear,3,181.93,27.29,518.5,314.64,203.86,completed,0.3932
O501445,C100429,2024-09-09,retail_partner,footwear,2,125.7,0.0,251.4,156.65,94.75,completed,0.3769
O501445,C100429,2024-09-09,retail_partner,home,3,92.99,0.0,278.97,184.65,94.32,completed,0.3381
O501445,C100429,2024-09-09,retail_partner,home,3,106.08,31.82,286.42,172.83,113.59,completed,0.3966
O501878,C100532,2024-09-09,marketplace,footwear,1,82.42,16.48,65.94,38.44,27.5,completed,0.417
O501878,C100532,2024-09-09,marketplace,beauty,3,22.0,6.6,59.4,26.88,32.52,completed,0.5475
O502714,C100776,2024-09-09,marketplace,accessories,1,43.1,6.46,36.64,18.37,18.27,completed,0.4986
O502714,C100776,2024-09-09,marketplace,apparel,2,48.77,14.63,82.91,43.52,39.39,completed,0.4751
O503045,C100850,2024-09-09,mobile_app,beauty,1,25.73,5.15,20.58,9.79,10.79,completed,0.5243
O500023,C100009,2024-09-10,retail_partner,footwear,3,64.87,0.0,194.61,119.3,75.31,completed,0.387
O500023,C100009,2024-09-10,retail_partner,beauty,1,17.69,0.0,17.69,8.45,9.24,completed,0.5223
O500023,C100009,2024-09-10,retail_partner,footwear,1,95.88,4.79,91.09,56.36,34.73,completed,0.3813
O500076,C100034,2024-09-10,web,home,2,94.17,0.0,188.34,113.35,74.99,completed,0.3982
O500076,C100034,2024-09-10,web,apparel,2,72.38,21.71,123.05,69.56,53.49,completed,0.4347
O500770,C100233,2024-09-10,mobile_app,accessories,2,42.67,0.0,85.34,44.73,40.61,completed,0.4759
O500817,C100246,2024-09-10,web,beauty,1,65.52,6.55,58.97,28.31,30.66,completed,0.5199
O501137,C100350,2024-09-10,mobile_app,beauty,3,21.68,3.25,61.79,29.13,32.66,completed,0.5286
O501137,C100350,2024-09-10,mobile_app,beauty,1,21.2,4.24,16.96,8.93,8.03,completed,0.4735
O501137,C100350,2024-09-10,mobile_app,accessories,3,49.59,29.75,119.02,61.15,57.87,completed,0.4862
O501230,C100374,2024-09-10,mobile_app,electronics,1,180.94,0.0,180.94,146.57,34.37,completed,0.19
O501549,C100453,2024-09-10,marketplace,electronics,1,307.43,0.0,307.43,248.71,58.72,completed,0.191
O501549,C100453,2024-09-10,marketplace,footwear,3,157.78,47.33,426.01,246.51,179.5,completed,0.4214
O501756,C100500,2024-09-10,web,footwear,2,89.39,35.76,143.02,77.57,65.45,completed,0.4576
O501756,C100500,2024-09-10,web,accessories,2,28.74,0.0,57.48,29.2,28.28,completed,0.492
O501904,C100538,2024-09-10,mobile_app,accessories,3,37.59,0.0,112.77,59.75,53.02,completed,0.4702
O501904,C100538,2024-09-10,mobile_app,footwear,3,87.32,52.39,209.57,130.4,79.17,completed,0.3778
O501904,C100538,2024-09-10,mobile_app,accessories,2,36.4,10.92,61.88,30.89,30.99,completed,0.5008
O501994,C100565,2024-09-10,web,electronics,3,224.39,100.98,572.19,442.79,129.4,completed,0.2261
O501994,C100565,2024-09-10,web,beauty,1,33.68,0.0,33.68,17.21,16.47,completed,0.489
O502247,C100636,2024-09-10,web,electronics,1,190.47,19.05,171.42,152.96,18.46,completed,0.1077
O502247,C100636,2024-09-10,web,home,3,55.55,25.0,141.65,90.69,50.96,completed,0.3598
O502262,C100639,2024-09-10,mobile_app,home,1,120.45,0.0,120.45,72.14,48.31,completed,0.4011
O502575,C100734,2024-09-10,mobile_app,home,2,63.85,0.0,127.7,68.73,58.97,completed,0.4618
O502893,C100816,2024-09-10,mobile_app,accessories,1,29.43,0.0,29.43,13.71,15.72,completed,0.5341
O502893,C100816,2024-09-10,mobile_app,apparel,1,41.6,0.0,41.6,22.4,19.2,completed,0.4615
O500158,C100059,2024-09-11,web,accessories,3,52.66,31.6,126.38,58.12,68.26,completed,0.5401
O500366,C100119,2024-09-11,mobile_app,footwear,3,55.24,0.0,165.72,100.62,65.1,completed,0.3928
O502519,C100718,2024-09-11,mobile_app,beauty,3,32.89,0.0,98.67,42.81,55.86,completed,0.5661
O502737,C100781,2024-09-11,mobile_app,electronics,1,367.91,18.4,349.51,277.43,72.08,completed,0.2062
O502908,C100820,2024-09-11,mobile_app,home,1,50.16,0.0,50.16,36.24,13.92,completed,0.2775
O503062,C100854,2024-09-11,mobile_app,apparel,1,83.23,0.0,83.23,50.19,33.04,completed,0.397
O503117,C100867,2024-09-11,marketplace,apparel,3,75.79,0.0,227.37,109.72,117.65,completed,0.5174
O503117,C100867,2024-09-11,marketplace,electronics,1,171.53,8.58,162.95,132.69,30.26,completed,0.1857
O503125,C100872,2024-09-11,mobile_app,beauty,2,30.49,0.0,60.98,31.85,29.13,completed,0.4777
O503125,C100872,2024-09-11,mobile_app,electronics,1,134.98,0.0,134.98,112.33,22.65,completed,0.1678
O503125,C100872,2024-09-11,mobile_app,footwear,1,58.95,0.0,58.95,35.38,23.57,completed,0.3998
O501276,C100390,2024-09-12,web,home,2,92.31,36.92,147.7,91.31,56.39,completed,0.3818
O501276,C100390,2024-09-12,web,footwear,1,124.4,0.0,124.4,79.53,44.87,completed,0.3607
O501500,C100441,2024-09-12,retail_partner,electronics,3,180.64,108.38,433.54,376.72,56.82,completed,0.1311
O501577,C100457,2024-09-12,mobile_app,home,2,72.51,0.0,145.02,85.31,59.71,completed,0.4117
O501577,C100457,2024-09-12,mobile_app,accessories,2,42.41,12.72,72.1,36.94,35.16,completed,0.4877
O501577,C100457,2024-09-12,mobile_app,beauty,2,37.08,7.42,66.74,33.09,33.65,completed,0.5042
O501607,C100466,2024-09-12,web,apparel,2,47.63,19.05,76.21,42.52,33.69,completed,0.4421
O501607,C100466,2024-09-12,web,home,2,69.2,6.92,131.48,83.67,47.81,completed,0.3636
O501607,C100466,2024-09-12,web,electronics,3,205.98,0.0,617.94,524.92,93.02,completed,0.1505
O502142,C100614,2024-09-12,marketplace,electronics,2,435.06,0.0,870.12,692.3,177.82,completed,0.2044
O502142,C100614,2024-09-12,marketplace,electronics,2,454.32,136.3,772.34,627.6,144.74,completed,0.1874
O502142,C100614,2024-09-12,marketplace,accessories,2,74.41,7.44,141.38,71.54,69.84,completed,0.494
O500190,C100064,2024-09-13,web,beauty,1,58.47,8.77,49.7,22.94,26.76,completed,0.5384
O500190,C100064,2024-09-13,web,beauty,1,45.98,0.0,45.98,22.22,23.76,completed,0.5167
O500190,C100064,2024-09-13,web,home,1,152.27,0.0,152.27,100.03,52.24,completed,0.3431
O501331,C100403,2024-09-13,web,accessories,3,82.82,0.0,248.46,123.96,124.5,completed,0.5011
O501331,C100403,2024-09-13,web,accessories,3,38.26,5.74,109.04,50.67,58.37,completed,0.5353
O501331,C100403,2024-09-13,web,accessories,3,57.86,0.0,173.58,90.31,83.27,completed,0.4797
O501689,C100481,2024-09-13,marketplace,beauty,2,54.42,10.88,97.96,46.56,51.4,completed,0.5247
O501689,C100481,2024-09-13,marketplace,footwear,2,163.83,16.38,311.28,180.53,130.75,completed,0.42
O502205,C100626,2024-09-13,mobile_app,home,2,78.94,15.79,142.09,87.19,54.9,completed,0.3864
O502205,C100626,2024-09-13,mobile_app,electronics,1,245.35,0.0,245.35,188.02,57.33,completed,0.2337
O502205,C100626,2024-09-13,mobile_app,apparel,2,39.36,0.0,78.72,42.16,36.56,completed,0.4644
O500159,C100059,2024-09-14,mobile_app,beauty,3,38.41,0.0,115.23,56.1,59.13,completed,0.5131
O500159,C100059,2024-09-14,mobile_app,home,3,81.13,36.51,206.88,126.59,80.29,completed,0.3881
O500512,C100160,2024-09-14,mobile_app,home,1,175.41,0.0,175.41,111.92,63.49,completed,0.362
O500582,C100179,2024-09-14,marketplace,apparel,2,73.67,14.73,132.61,77.14,55.47,completed,0.4183
O500582,C100179,2024-09-14,marketplace,accessories,1,64.91,6.49,58.42,29.27,29.15,completed,0.499
O500582,C100179,2024-09-14,marketplace,footwear,3,170.19,0.0,510.57,300.27,210.3,completed,0.4119
O501899,C100537,2024-09-14,web,beauty,1,25.97,3.9,22.07,10.08,11.99,completed,0.5433
O501899,C100537,2024-09-14,web,apparel,2,63.68,12.74,114.62,65.15,49.47,completed,0.4316
O501899,C100537,2024-09-14,web,home,3,101.13,60.68,242.71,153.14,89.57,completed,0.369
O502208,C100627,2024-09-14,mobile_app,beauty,2,31.64,12.66,50.62,25.12,25.5,completed,0.5038
O502314,C100650,2024-09-14,retail_partner,footwear,2,167.31,0.0,334.62,197.33,137.29,completed,0.4103
O500167,C100062,2024-09-15,web,beauty,3,38.74,17.43,98.79,47.69,51.1,completed,0.5173
O500167,C100062,2024-09-15,web,accessories,2,74.16,22.25,126.07,66.91,59.16,completed,0.4693
O500167,C100062,2024-09-15,web,home,1,124.75,24.95,99.8,58.85,40.95,completed,0.4103
O500929,C100274,2024-09-15,web,home,1,104.26,10.43,93.83,55.21,38.62,completed,0.4116
O500929,C100274,2024-09-15,web,electronics,3,356.71,0.0,1070.13,899.21,170.92,completed,0.1597
O500929,C100274,2024-09-15,web,electronics,1,396.64,0.0,396.64,314.25,82.39,completed,0.2077
O500990,C100286,2024-09-15,mobile_app,apparel,1,60.42,0.0,60.42,32.35,28.07,completed,0.4646
O500990,C100286,2024-09-15,mobile_app,home,3,44.59,0.0,133.77,77.11,56.66,completed,0.4236
O500990,C100286,2024-09-15,mobile_app,beauty,1,20.48,0.0,20.48,10.36,10.12,completed,0.4941
O501236,C100378,2024-09-15,web,accessories,2,50.3,0.0,100.6,51.13,49.47,completed,0.4917
O501236,C100378,2024-09-15,web,beauty,3,31.4,0.0,94.2,51.15,43.05,completed,0.457
O501784,C100506,2024-09-15,marketplace,accessories,3,65.96,39.58,158.3,74.29,84.01,completed,0.5307
O501784,C100506,2024-09-15,marketplace,apparel,1,101.57,5.08,96.49,54.16,42.33,completed,0.4387
O502071,C100588,2024-09-15,retail_partner,electronics,1,245.87,0.0,245.87,211.49,34.38,completed,0.1398
O502071,C100588,2024-09-15,retail_partner,beauty,2,33.98,0.0,67.96,31.73,36.23,completed,0.5331
O502071,C100588,2024-09-15,retail_partner,accessories,2,74.8,29.92,119.68,59.13,60.55,completed,0.5059
O502077,C100591,2024-09-15,web,apparel,3,52.74,23.73,134.49,75.68,58.81,completed,0.4373
O502386,C100675,2024-09-15,web,electronics,1,253.92,0.0,253.92,214.47,39.45,completed,0.1554
O502386,C100675,2024-09-15,web,beauty,2,19.64,0.0,39.28,18.04,21.24,completed,0.5407
O502386,C100675,2024-09-15,web,home,1,77.48,0.0,77.48,47.54,29.94,completed,0.3864
O502395,C100677,2024-09-15,mobile_app,home,2,133.28,0.0,266.56,151.78,114.78,completed,0.4306
O502395,C100677,2024-09-15,mobile_app,footwear,1,142.68,0.0,142.68,78.54,64.14,completed,0.4495
O502395,C100677,2024-09-15,mobile_app,apparel,1,82.22,0.0,82.22,45.71,36.51,completed,0.4441
O502738,C100781,2024-09-15,web,apparel,1,101.54,0.0,101.54,56.36,45.18,completed,0.4449
O502738,C100781,2024-09-15,web,accessories,3,68.7,30.92,175.18,96.86,78.32,completed,0.4471
O503147,C100875,2024-09-15,mobile_app,apparel,1,80.18,0.0,80.18,41.06,39.12,completed,0.4879
O500064,C100029,2024-09-16,mobile_app,home,1,73.63,0.0,73.63,41.98,31.65,completed,0.4299
O500064,C100029,2024-09-16,mobile_app,footwear,1,94.78,9.48,85.3,51.06,34.24,completed,0.4014
O500064,C100029,2024-09-16,mobile_app,home,3,73.94,0.0,221.82,139.65,82.17,completed,0.3704
O500117,C100048,2024-09-16,mobile_app,accessories,2,18.3,7.32,29.28,14.9,14.38,completed,0.4911
O500136,C100051,2024-09-16,web,apparel,3,111.97,0.0,335.91,193.41,142.5,completed,0.4242
O500136,C100051,2024-09-16,web,accessories,1,100.93,0.0,100.93,47.6,53.33,completed,0.5284
O500136,C100051,2024-09-16,web,electronics,3,301.16,0.0,903.48,762.76,140.72,completed,0.1558
O500467,C100153,2024-09-16,marketplace,footwear,1,112.73,16.91,95.82,59.08,36.74,completed,0.3834
O500467,C100153,2024-09-16,marketplace,footwear,2,74.4,0.0,148.8,89.89,58.91,completed,0.3959
O500534,C100168,2024-09-16,web,footwear,2,41.54,12.46,70.62,41.53,29.09,completed,0.4119
O500534,C100168,2024-09-16,web,beauty,2,30.33,0.0,60.66,30.46,30.2,completed,0.4979
O500534,C100168,2024-09-16,web,footwear,3,103.35,46.51,263.54,158.24,105.3,completed,0.3996
O500644,C100198,2024-09-16,marketplace,beauty,2,27.27,5.45,49.09,23.7,25.39,completed,0.5172
O502315,C100650,2024-09-16,web,beauty,3,49.8,22.41,126.99,63.61,63.38,completed,0.4991
O502315,C100650,2024-09-16,web,footwear,1,167.7,0.0,167.7,101.91,65.79,completed,0.3923
O502779,C100793,2024-09-16,web,accessories,3,73.69,0.0,221.07,114.72,106.35,completed,0.4811
O502779,C100793,2024-09-16,web,footwear,2,171.4,0.0,342.8,192.59,150.21,completed,0.4382
O502779,C100793,2024-09-16,web,accessories,3,55.21,0.0,165.63,81.36,84.27,completed,0.5088
O502796,C100798,2024-09-16,web,apparel,2,78.57,0.0,157.14,88.66,68.48,completed,0.4358
O502796,C100798,2024-09-16,web,apparel,1,108.4,10.84,97.56,53.2,44.36,completed,0.4547
O502796,C100798,2024-09-16,web,beauty,2,68.66,13.73,123.59,59.7,63.89,completed,0.517
O500040,C100016,2024-09-17,web,home,3,134.32,0.0,402.96,253.99,148.97,completed,0.3697
O500297,C100095,2024-09-17,web,accessories,2,84.47,0.0,168.94,81.52,87.42,completed,0.5175
O500297,C100095,2024-09-17,web,beauty,2,31.38,0.0,62.76,28.77,33.99,completed,0.5416
O500323,C100108,2024-09-17,web,home,1,59.1,0.0,59.1,34.17,24.93,completed,0.4218
O500394,C100131,2024-09-17,web,accessories,3,39.61,5.94,112.89,55.8,57.09,completed,0.5057
O500394,C100131,2024-09-17,web,apparel,1,37.04,0.0,37.04,20.99,16.05,completed,0.4333
O500394,C100131,2024-09-17,web,footwear,1,78.78,0.0,78.78,44.54,34.24,completed,0.4346
O500411,C100136,2024-09-17,web,electronics,2,142.12,0.0,284.24,212.87,71.37,completed,0.2511
O500558,C100175,2024-09-17,web,beauty,3,27.15,4.07,77.38,38.3,39.08,completed,0.505
O500558,C100175,2024-09-17,web,apparel,1,74.11,7.41,66.7,38.4,28.3,completed,0.4243
O500892,C100267,2024-09-17,mobile_app,footwear,3,83.69,0.0,251.07,165.51,85.56,completed,0.3408
O501138,C100350,2024-09-17,web,beauty,2,21.49,0.0,42.98,22.56,20.42,completed,0.4751
O501138,C100350,2024-09-17,web,beauty,3,37.53,16.89,95.7,46.82,48.88,completed,0.5108
O501212,C100366,2024-09-17,mobile_app,electronics,3,161.89,72.85,412.82,370.34,42.48,completed,0.1029
O501212,C100366,2024-09-17,mobile_app,apparel,2,38.08,0.0,76.16,37.79,38.37,completed,0.5038
O501252,C100384,2024-09-17,mobile_app,footwear,2,100.2,10.02,190.38,119.81,70.57,completed,0.3707
O501252,C100384,2024-09-17,mobile_app,home,3,78.97,23.69,213.22,129.23,83.99,completed,0.3939
O501252,C100384,2024-09-17,mobile_app,footwear,2,92.71,37.08,148.34,81.39,66.95,completed,0.4513
O501339,C100404,2024-09-17,mobile_app,electronics,3,147.2,22.08,419.52,328.46,91.06,completed,0.2171
O501404,C100424,2024-09-17,web,apparel,1,101.57,0.0,101.57,48.78,52.79,completed,0.5197
O501521,C100448,2024-09-17,retail_partner,beauty,3,23.2,0.0,69.6,33.2,36.4,completed,0.523
O502143,C100614,2024-09-17,marketplace,home,2,111.88,44.75,179.01,116.09,62.92,completed,0.3515
O502143,C100614,2024-09-17,marketplace,apparel,3,99.68,0.0,299.04,161.67,137.37,completed,0.4594
O502144,C100614,2024-09-17,marketplace,beauty,2,47.96,19.18,76.74,38.31,38.43,completed,0.5008
O502144,C100614,2024-09-17,marketplace,apparel,2,76.58,30.63,122.53,66.39,56.14,completed,0.4582
O502340,C100655,2024-09-17,web,electronics,1,338.38,50.76,287.62,235.23,52.39,completed,0.1822
O502340,C100655,2024-09-17,web,beauty,3,34.53,0.0,103.59,40.95,62.64,completed,0.6047
O502658,C100763,2024-09-17,retail_partner,home,1,55.63,8.34,47.29,27.76,19.53,completed,0.413
O500640,C100197,2024-09-18,web,home,3,92.54,0.0,277.62,168.58,109.04,completed,0.3928
O500640,C100197,2024-09-18,web,electronics,2,180.66,0.0,361.32,287.69,73.63,completed,0.2038
O501175,C100359,2024-09-18,web,footwear,2,149.08,0.0,298.16,177.0,121.16,completed,0.4064
O501175,C100359,2024-09-18,web,beauty,2,17.21,6.88,27.54,13.44,14.1,completed,0.512
O502145,C100614,2024-09-18,web,beauty,3,44.77,20.15,114.16,55.39,58.77,completed,0.5148
O503063,C100854,2024-09-18,web,electronics,1,264.73,13.24,251.49,209.46,42.03,completed,0.1671
O503063,C100854,2024-09-18,web,beauty,2,60.23,24.09,96.37,49.8,46.57,completed,0.4832
O503063,C100854,2024-09-18,web,electronics,1,383.85,76.77,307.08,257.81,49.27,completed,0.1604
O500168,C100062,2024-09-19,mobile_app,home,3,138.72,20.81,395.35,268.12,127.23,completed,0.3218
O500168,C100062,2024-09-19,mobile_app,electronics,2,227.7,45.54,409.86,359.67,50.19,completed,0.1225
O500168,C100062,2024-09-19,mobile_app,home,3,131.02,78.61,314.45,200.09,114.36,completed,0.3637
O500169,C100062,2024-09-19,mobile_app,accessories,3,67.5,20.25,182.25,100.16,82.09,completed,0.4504
O500169,C100062,2024-09-19,mobile_app,footwear,2,154.14,0.0,308.28,181.51,126.77,completed,0.4112
O500490,C100155,2024-09-19,marketplace,beauty,1,48.35,2.42,45.93,20.65,25.28,completed,0.5504
O500490,C100155,2024-09-19,marketplace,home,2,148.32,59.33,237.31,155.1,82.21,completed,0.3464
O500490,C100155,2024-09-19,marketplace,accessories,2,72.38,14.48,130.28,64.55,65.73,completed,0.5045
O500718,C100216,2024-09-19,marketplace,home,2,72.95,7.3,138.6,84.35,54.25,completed,0.3914
O500818,C100246,2024-09-19,web,footwear,2,111.51,0.0,223.02,138.06,84.96,completed,0.381
O500818,C100246,2024-09-19,web,footwear,1,182.85,0.0,182.85,108.38,74.47,completed,0.4073
O500818,C100246,2024-09-19,web,beauty,1,61.97,0.0,61.97,30.75,31.22,completed,0.5038
O501690,C100481,2024-09-19,mobile_app,accessories,2,61.46,24.58,98.34,47.9,50.44,completed,0.5129
O501690,C100481,2024-09-19,mobile_app,accessories,1,81.0,4.05,76.95,39.37,37.58,completed,0.4884
O501691,C100481,2024-09-19,web,electronics,1,267.24,13.36,253.88,202.74,51.14,completed,0.2014
O501691,C100481,2024-09-19,web,apparel,1,48.29,0.0,48.29,28.03,20.26,completed,0.4195
O501691,C100481,2024-09-19,web,beauty,1,57.12,8.57,48.55,23.46,25.09,completed,0.5168
O501998,C100567,2024-09-19,web,beauty,2,16.69,6.68,26.7,12.77,13.93,completed,0.5217
O501998,C100567,2024-09-19,web,home,1,65.94,0.0,65.94,40.11,25.83,completed,0.3917
O502050,C100580,2024-09-19,web,beauty,3,48.54,29.12,116.5,60.15,56.35,completed,0.4837
O502164,C100616,2024-09-19,web,accessories,2,52.08,10.42,93.74,45.51,48.23,completed,0.5145
O502164,C100616,2024-09-19,web,apparel,1,75.06,0.0,75.06,40.3,34.76,completed,0.4631
O502626,C100750,2024-09-19,web,apparel,3,94.47,14.17,269.24,166.34,102.9,completed,0.3822
O502626,C100750,2024-09-19,web,apparel,2,81.92,0.0,163.84,86.91,76.93,completed,0.4695
O502860,C100810,2024-09-19,mobile_app,footwear,2,78.82,15.76,141.88,91.42,50.46,completed,0.3557
O502860,C100810,2024-09-19,mobile_app,accessories,3,46.02,0.0,138.06,64.37,73.69,completed,0.5338
O500583,C100179,2024-09-20,mobile_app,electronics,3,489.51,220.28,1248.25,980.02,268.23,completed,0.2149
O500583,C100179,2024-09-20,mobile_app,home,2,138.94,0.0,277.88,174.61,103.27,completed,0.3716
O500930,C100274,2024-09-20,web,accessories,2,79.02,7.9,150.14,77.33,72.81,completed,0.4849
O500930,C100274,2024-09-20,web,apparel,2,66.08,6.61,125.55,67.8,57.75,completed,0.46
O500930,C100274,2024-09-20,web,footwear,1,180.91,18.09,162.82,102.45,60.37,completed,0.3708
O500948,C100276,2024-09-20,mobile_app,accessories,1,55.78,0.0,55.78,28.0,27.78,completed,0.498
O500948,C100276,2024-09-20,mobile_app,beauty,3,32.81,0.0,98.43,48.1,50.33,completed,0.5113
O501039,C100302,2024-09-20,web,home,3,62.71,0.0,188.13,108.95,79.18,completed,0.4209
O501039,C100302,2024-09-20,web,beauty,1,31.61,0.0,31.61,14.94,16.67,completed,0.5274
O501712,C100492,2024-09-20,mobile_app,home,3,73.4,0.0,220.2,126.91,93.29,completed,0.4237
O501712,C100492,2024-09-20,mobile_app,home,2,93.42,0.0,186.84,113.86,72.98,completed,0.3906
O502341,C100655,2024-09-20,web,beauty,1,40.56,0.0,40.56,20.49,20.07,completed,0.4948
O502341,C100655,2024-09-20,web,home,2,118.24,11.82,224.66,131.38,93.28,completed,0.4152
O502446,C100699,2024-09-20,retail_partner,home,1,68.59,6.86,61.73,35.46,26.27,completed,0.4256
O502446,C100699,2024-09-20,retail_partner,electronics,2,277.28,0.0,554.56,429.97,124.59,completed,0.2247
O502668,C100766,2024-09-20,web,apparel,1,54.06,2.7,51.36,28.19,23.17,completed,0.4511
O502668,C100766,2024-09-20,web,apparel,2,56.84,17.05,96.63,47.71,48.92,completed,0.5063
O502668,C100766,2024-09-20,web,footwear,1,113.72,22.74,90.98,56.53,34.45,completed,0.3787
O500041,C100016,2024-09-21,mobile_app,home,3,107.05,16.06,305.09,180.23,124.86,completed,0.4093
O500690,C100207,2024-09-21,web,beauty,1,41.74,0.0,41.74,20.96,20.78,completed,0.4978
O500690,C100207,2024-09-21,web,apparel,1,49.31,0.0,49.31,27.16,22.15,completed,0.4492
O501299,C100397,2024-09-21,mobile_app,home,1,69.24,10.39,58.85,37.9,20.95,completed,0.356
O501299,C100397,2024-09-21,mobile_app,electronics,3,98.83,44.47,252.02,205.03,46.99,completed,0.1865
O501677,C100480,2024-09-21,mobile_app,footwear,1,128.26,0.0,128.26,78.63,49.63,completed,0.3869
O502127,C100606,2024-09-21,mobile_app,footwear,1,111.21,0.0,111.21,68.35,42.86,completed,0.3854
O502473,C100706,2024-09-21,mobile_app,home,3,70.84,42.5,170.02,106.5,63.52,completed,0.3736
O502473,C100706,2024-09-21,mobile_app,home,3,79.61,0.0,238.83,148.29,90.54,completed,0.3791
O502741,C100782,2024-09-21,web,footwear,2,65.37,6.54,124.2,79.79,44.41,completed,0.3576
O502782,C100794,2024-09-21,mobile_app,beauty,2,16.28,6.51,26.05,11.79,14.26,completed,0.5474
O502782,C100794,2024-09-21,mobile_app,electronics,1,196.23,0.0,196.23,166.94,29.29,completed,0.1493
O503183,C100885,2024-09-21,web,footwear,1,57.76,0.0,57.76,34.55,23.21,completed,0.4018
O503183,C100885,2024-09-21,web,home,2,75.64,0.0,151.28,97.0,54.28,completed,0.3588
O500170,C100062,2024-09-22,web,apparel,2,106.95,32.09,181.81,97.3,84.51,completed,0.4648
O500170,C100062,2024-09-22,web,footwear,1,99.12,0.0,99.12,65.24,33.88,completed,0.3418
O500170,C100062,2024-09-22,web,apparel,1,116.3,17.45,98.85,52.07,46.78,completed,0.4732
O501365,C100414,2024-09-22,web,footwear,2,114.12,34.24,194.0,125.42,68.58,completed,0.3535
O501365,C100414,2024-09-22,web,electronics,3,184.06,110.44,441.74,350.79,90.95,completed,0.2059
O501441,C100428,2024-09-22,web,home,2,76.13,15.23,137.03,80.65,56.38,completed,0.4114
O501441,C100428,2024-09-22,web,home,2,63.21,6.32,120.1,68.77,51.33,completed,0.4274
O501441,C100428,2024-09-22,web,accessories,1,27.23,0.0,27.23,12.94,14.29,completed,0.5248
O502316,C100650,2024-09-22,mobile_app,home,2,122.27,0.0,244.54,158.55,85.99,completed,0.3516
O502316,C100650,2024-09-22,mobile_app,apparel,3,92.73,41.73,236.46,143.39,93.07,completed,0.3936
O502316,C100650,2024-09-22,mobile_app,accessories,2,91.02,0.0,182.04,89.41,92.63,completed,0.5088
O502452,C100700,2024-09-22,mobile_app,accessories,1,44.33,0.0,44.33,21.84,22.49,completed,0.5073
O502452,C100700,2024-09-22,mobile_app,footwear,3,133.27,59.97,339.84,201.16,138.68,completed,0.4081
O502452,C100700,2024-09-22,mobile_app,home,1,103.4,0.0,103.4,67.91,35.49,completed,0.3432
O502538,C100722,2024-09-22,mobile_app,accessories,1,63.39,0.0,63.39,32.89,30.5,completed,0.4811
O502538,C100722,2024-09-22,mobile_app,home,3,70.87,42.52,170.09,111.18,58.91,completed,0.3463
O502606,C100745,2024-09-22,web,footwear,3,130.07,78.04,312.17,188.67,123.5,completed,0.3956
O502606,C100745,2024-09-22,web,apparel,3,71.89,32.35,183.32,102.0,81.32,completed,0.4436
O502606,C100745,2024-09-22,web,accessories,2,62.08,18.62,105.54,48.37,57.17,completed,0.5417
O500087,C100039,2024-09-23,mobile_app,beauty,1,26.57,1.33,25.24,13.12,12.12,completed,0.4802
O500601,C100184,2024-09-23,mobile_app,accessories,2,43.76,0.0,87.52,44.02,43.5,completed,0.497
O500601,C100184,2024-09-23,mobile_app,beauty,3,29.24,13.16,74.56,36.62,37.94,completed,0.5089
O500601,C100184,2024-09-23,mobile_app,footwear,2,90.61,9.06,172.16,102.44,69.72,completed,0.405
O500754,C100232,2024-09-23,web,apparel,2,42.55,0.0,85.1,48.34,36.76,completed,0.432
O501096,C100329,2024-09-23,mobile_app,footwear,1,93.85,4.69,89.16,51.86,37.3,completed,0.4183
O501096,C100329,2024-09-23,mobile_app,electronics,2,96.6,9.66,183.54,149.45,34.09,completed,0.1857
O501253,C100384,2024-09-23,marketplace,apparel,2,58.48,0.0,116.96,59.74,57.22,completed,0.4892
O501253,C100384,2024-09-23,marketplace,electronics,3,284.42,85.33,767.93,598.76,169.17,completed,0.2203
O501253,C100384,2024-09-23,marketplace,accessories,1,65.84,0.0,65.84,33.48,32.36,completed,0.4915
O501511,C100443,2024-09-23,web,footwear,3,45.78,0.0,137.34,81.71,55.63,completed,0.4051
O501511,C100443,2024-09-23,web,footwear,3,99.61,44.82,254.01,162.43,91.58,completed,0.3605
O502051,C100580,2024-09-23,mobile_app,accessories,1,60.7,0.0,60.7,30.36,30.34,completed,0.4998
